time,signal
0.663,-0.32600000000000007
0.664,-0.32800000000000007
0.665,-0.33000000000000007
0.666,-0.3320000000000001
0.667,-0.3340000000000001
0.668,-0.3360000000000001
0.669,-0.3380000000000001
0.67,-0.3400000000000001
0.671,-0.3420000000000001
0.672,-0.3440000000000001
0.673,-0.3460000000000001
0.674,-0.3480000000000001
0.675,-0.3500000000000001
0.676,-0.3520000000000001
0.677,-0.3540000000000001
0.678,-0.3560000000000001
0.679,-0.3580000000000001
0.68,-0.3600000000000001
0.681,-0.3620000000000001
0.682,-0.3640000000000001
0.683,-0.3660000000000001
0.684,-0.3680000000000001
0.685,-0.3700000000000001
0.686,-0.3720000000000001
0.687,-0.3740000000000001
0.6880000000000001,-0.3760000000000001
0.6890000000000001,-0.3780000000000001
0.6900000000000001,-0.3800000000000001
0.6910000000000001,-0.3820000000000001
0.6920000000000001,-0.3840000000000001
0.6930000000000001,-0.3860000000000001
0.6940000000000001,-0.3880000000000001
0.6950000000000001,-0.3900000000000001
0.6960000000000001,-0.3920000000000001
0.6970000000000001,-0.39400000000000013
0.6980000000000001,-0.39600000000000013
0.6990000000000001,-0.39800000000000013
0.7000000000000001,-0.40000000000000013
0.7010000000000001,-0.40200000000000014
0.7020000000000001,-0.40400000000000014
0.7030000000000001,-0.40600000000000014
0.704,-0.4079999999999999
0.705,-0.4099999999999999
0.706,-0.4119999999999999
0.707,-0.4139999999999999
0.708,-0.4159999999999999
0.709,-0.4179999999999999
0.71,-0.41999999999999993
0.711,-0.42199999999999993
0.712,-0.42399999999999993
0.713,-0.42599999999999993
0.714,-0.42799999999999994
0.715,-0.42999999999999994
0.716,-0.43199999999999994
0.717,-0.43399999999999994
0.718,-0.43599999999999994
0.719,-0.43799999999999994
0.72,-0.43999999999999995
0.721,-0.44199999999999995
0.722,-0.44399999999999995
0.723,-0.44599999999999995
0.724,-0.44799999999999995
0.725,-0.44999999999999996
0.726,-0.45199999999999996
0.727,-0.45399999999999996
0.728,-0.45599999999999996
0.729,-0.45799999999999996
0.73,-0.45999999999999996
0.731,-0.46199999999999997
0.732,-0.46399999999999997
0.733,-0.46599999999999997
0.734,-0.46799999999999997
0.735,-0.47
0.736,-0.472
0.737,-0.474
0.738,-0.476
0.739,-0.478
0.74,-0.48
0.741,-0.482
0.742,-0.484
0.743,-0.486
0.744,-0.488
0.745,-0.49
0.746,-0.492
0.747,-0.494
0.748,-0.496
0.749,-0.498
0.75,-0.5
0.751,-0.502
0.752,-0.504
0.753,-0.506
0.754,-0.508
0.755,-0.51
0.756,-0.512
0.757,-0.514
0.758,-0.516
0.759,-0.518
0.76,-0.52
0.761,-0.522
0.762,-0.524
0.763,-0.526
0.764,-0.528
0.765,-0.53
0.766,-0.532
0.767,-0.534
0.768,-0.536
0.769,-0.538
0.77,-0.54
0.771,-0.542
0.772,-0.544
0.773,-0.546
0.774,-0.548
0.775,-0.55
0.776,-0.552
0.777,-0.554
0.778,-0.556
0.779,-0.558
0.78,-0.56
0.781,-0.562
0.782,-0.5640000000000001
0.783,-0.5660000000000001
0.784,-0.5680000000000001
0.785,-0.5700000000000001
0.786,-0.5720000000000001
0.787,-0.5740000000000001
0.788,-0.5760000000000001
0.789,-0.5780000000000001
0.79,-0.5800000000000001
0.791,-0.5820000000000001
0.792,-0.5840000000000001
0.793,-0.5860000000000001
0.794,-0.5880000000000001
0.795,-0.5900000000000001
0.796,-0.5920000000000001
0.797,-0.5940000000000001
0.798,-0.5960000000000001
0.799,-0.5980000000000001
0.8,-0.6000000000000001
0.801,-0.6020000000000001
0.802,-0.6040000000000001
0.803,-0.6060000000000001
0.804,-0.6080000000000001
0.805,-0.6100000000000001
0.806,-0.6120000000000001
0.807,-0.6140000000000001
0.808,-0.6160000000000001
0.809,-0.6180000000000001
0.81,-0.6200000000000001
0.811,-0.6220000000000001
0.812,-0.6240000000000001
0.8130000000000001,-0.6260000000000001
0.8140000000000001,-0.6280000000000001
0.8150000000000001,-0.6300000000000001
0.8160000000000001,-0.6320000000000001
0.8170000000000001,-0.6340000000000001
0.8180000000000001,-0.6360000000000001
0.8190000000000001,-0.6380000000000001
0.8200000000000001,-0.6400000000000001
0.8210000000000001,-0.6420000000000001
0.8220000000000001,-0.6440000000000001
0.8230000000000001,-0.6460000000000001
0.8240000000000001,-0.6480000000000001
0.8250000000000001,-0.6500000000000001
0.8260000000000001,-0.6520000000000001
0.8270000000000001,-0.6540000000000001
0.8280000000000001,-0.6560000000000001
0.8290000000000001,-0.6580000000000001
0.8300000000000001,-0.6600000000000001
0.8310000000000001,-0.6620000000000001
0.8320000000000001,-0.6640000000000001
0.833,-0.6659999999999999
0.834,-0.6679999999999999
0.835,-0.6699999999999999
0.836,-0.6719999999999999
0.837,-0.6739999999999999
0.838,-0.6759999999999999
0.839,-0.6779999999999999
0.84,-0.6799999999999999
0.841,-0.6819999999999999
0.842,-0.6839999999999999
0.843,-0.6859999999999999
0.844,-0.688
0.845,-0.69
0.846,-0.692
0.847,-0.694
0.848,-0.696
0.849,-0.698
0.85,-0.7
0.851,-0.702
0.852,-0.704
0.853,-0.706
0.854,-0.708
0.855,-0.71
0.856,-0.712
0.857,-0.714
0.858,-0.716
0.859,-0.718
0.86,-0.72
0.861,-0.722
0.862,-0.724
0.863,-0.726
0.864,-0.728
0.865,-0.73
0.866,-0.732
0.867,-0.734
0.868,-0.736
0.869,-0.738
0.87,-0.74
0.871,-0.742
0.872,-0.744
0.873,-0.746
0.874,-0.748
0.875,-0.75
0.876,-0.752
0.877,-0.754
0.878,-0.756
0.879,-0.758
0.88,-0.76
0.881,-0.762
0.882,-0.764
0.883,-0.766
0.884,-0.768
0.885,-0.77
0.886,-0.772
0.887,-0.774
0.888,-0.776
0.889,-0.778
0.89,-0.78
0.891,-0.782
0.892,-0.784
0.893,-0.786
0.894,-0.788
0.895,-0.79
0.896,-0.792
0.897,-0.794
0.898,-0.796
0.899,-0.798
0.9,-0.8
0.901,-0.802
0.902,-0.804
0.903,-0.806
0.904,-0.808
0.905,-0.81
0.906,-0.812
0.907,-0.8140000000000001
0.908,-0.8160000000000001
0.909,-0.8180000000000001
0.91,-0.8200000000000001
0.911,-0.8220000000000001
0.912,-0.8240000000000001
0.913,-0.8260000000000001
0.914,-0.8280000000000001
0.915,-0.8300000000000001
0.916,-0.8320000000000001
0.917,-0.8340000000000001
0.918,-0.8360000000000001
0.919,-0.8380000000000001
0.92,-0.8400000000000001
0.921,-0.8420000000000001
0.922,-0.8440000000000001
0.923,-0.8460000000000001
0.924,-0.8480000000000001
0.925,-0.8500000000000001
0.926,-0.8520000000000001
0.927,-0.8540000000000001
0.928,-0.8560000000000001
0.929,-0.8580000000000001
0.93,-0.8600000000000001
0.931,-0.8620000000000001
0.932,-0.8640000000000001
0.933,-0.8660000000000001
0.934,-0.8680000000000001
0.935,-0.8700000000000001
0.936,-0.8720000000000001
0.937,-0.8740000000000001
0.9380000000000001,-0.8760000000000001
0.9390000000000001,-0.8780000000000001
0.9400000000000001,-0.8800000000000001
0.9410000000000001,-0.8820000000000001
0.9420000000000001,-0.8840000000000001
0.9430000000000001,-0.8860000000000001
0.9440000000000001,-0.8880000000000001
0.9450000000000001,-0.8900000000000001
0.9460000000000001,-0.8920000000000001
0.9470000000000001,-0.8940000000000001
0.9480000000000001,-0.8960000000000001
0.9490000000000001,-0.8980000000000001
0.9500000000000001,-0.9000000000000001
0.9510000000000001,-0.9020000000000001
0.9520000000000001,-0.9040000000000001
0.9530000000000001,-0.9060000000000001
0.9540000000000001,-0.9080000000000001
0.9550000000000001,-0.9100000000000001
0.9560000000000001,-0.9120000000000001
0.9570000000000001,-0.9140000000000001
0.9580000000000001,-0.9160000000000001
0.9590000000000001,-0.9180000000000001
0.96,-0.9199999999999999
0.961,-0.9219999999999999
0.962,-0.9239999999999999
0.963,-0.9259999999999999
0.964,-0.9279999999999999
0.965,-0.9299999999999999
0.966,-0.9319999999999999
0.967,-0.9339999999999999
0.968,-0.9359999999999999
0.969,-0.938
0.97,-0.94
0.971,-0.942
0.972,-0.944
0.973,-0.946
0.974,-0.948
0.975,-0.95
0.976,-0.952
0.977,-0.954
0.978,-0.956
0.979,-0.958
0.98,-0.96
0.981,-0.962
0.982,-0.964
0.983,-0.966
0.984,-0.968
0.985,-0.97
0.986,-0.972
0.987,-0.974
0.988,-0.976
0.989,-0.978
0.99,-0.98
0.991,-0.982
0.992,-0.984
0.993,-0.986
0.994,-0.988
0.995,-0.99
0.996,-0.992
0.997,-0.994
0.998,-0.996
0.999,-0.998
1.0,-1.0
1.0010000000000001,-0.9979999999999998
1.002,-0.996
1.0030000000000001,-0.9939999999999998
1.004,-0.992
1.0050000000000001,-0.9899999999999998
1.006,-0.988
1.0070000000000001,-0.9859999999999998
1.008,-0.984
1.0090000000000001,-0.9819999999999998
1.01,-0.98
1.0110000000000001,-0.9779999999999998
1.012,-0.976
1.0130000000000001,-0.9739999999999998
1.014,-0.972
1.0150000000000001,-0.9699999999999998
1.016,-0.968
1.0170000000000001,-0.9659999999999997
1.018,-0.964
1.0190000000000001,-0.9619999999999997
1.02,-0.96
1.0210000000000001,-0.9579999999999997
1.022,-0.956
1.0230000000000001,-0.9539999999999997
1.024,-0.952
1.025,-0.9500000000000002
1.026,-0.948
1.027,-0.9460000000000002
1.028,-0.944
1.029,-0.9420000000000002
1.03,-0.94
1.031,-0.9380000000000002
1.032,-0.9359999999999999
1.033,-0.9340000000000002
1.034,-0.9319999999999999
1.035,-0.9300000000000002
1.036,-0.9279999999999999
1.037,-0.9260000000000002
1.038,-0.9239999999999999
1.039,-0.9220000000000002
1.04,-0.9199999999999999
1.041,-0.9180000000000001
1.042,-0.9159999999999999
1.043,-0.9140000000000001
1.044,-0.9119999999999999
1.045,-0.9100000000000001
1.046,-0.9079999999999999
1.047,-0.9060000000000001
1.048,-0.9039999999999999
1.049,-0.9020000000000001
1.05,-0.8999999999999999
1.051,-0.8980000000000001
1.052,-0.8959999999999999
1.053,-0.8940000000000001
1.054,-0.8919999999999999
1.055,-0.8900000000000001
1.056,-0.8879999999999999
1.057,-0.8860000000000001
1.058,-0.8839999999999999
1.059,-0.8820000000000001
1.06,-0.8799999999999999
1.061,-0.8780000000000001
1.062,-0.8759999999999999
1.063,-0.8740000000000001
1.064,-0.8719999999999999
1.065,-0.8700000000000001
1.066,-0.8679999999999999
1.067,-0.8660000000000001
1.068,-0.8639999999999999
1.069,-0.8620000000000001
1.07,-0.8599999999999999
1.071,-0.8580000000000001
1.072,-0.8559999999999999
1.073,-0.8540000000000001
1.074,-0.8519999999999999
1.075,-0.8500000000000001
1.076,-0.8479999999999999
1.077,-0.8460000000000001
1.078,-0.8439999999999999
1.079,-0.8420000000000001
1.08,-0.8399999999999999
1.081,-0.8380000000000001
1.082,-0.8359999999999999
1.083,-0.8340000000000001
1.084,-0.8319999999999999
1.085,-0.8300000000000001
1.086,-0.8279999999999998
1.087,-0.8260000000000001
1.088,-0.8239999999999998
1.089,-0.8220000000000001
1.09,-0.8199999999999998
1.091,-0.8180000000000001
1.092,-0.8159999999999998
1.093,-0.8140000000000001
1.094,-0.8119999999999998
1.095,-0.81
1.096,-0.8079999999999998
1.097,-0.806
1.098,-0.8039999999999998
1.099,-0.802
1.1,-0.7999999999999998
1.101,-0.798
1.102,-0.7959999999999998
1.103,-0.794
1.104,-0.7919999999999998
1.105,-0.79
1.106,-0.7879999999999998
1.107,-0.786
1.108,-0.7839999999999998
1.109,-0.782
1.11,-0.7799999999999998
1.111,-0.778
1.112,-0.7759999999999998
1.113,-0.774
1.114,-0.7719999999999998
1.115,-0.77
